month,country,host_tld,reach,site_reach,cookies,bad_qs,tracked,https,requests,requests_tracking,content_length,requests_failed,has_blocking,script,iframe,beacon,image,stylesheet,font,xhr,plugin,media,hosts,trackers,companies,reach_rank,site_reach_rank
2017-05,global,google-analytics.com,0.4494098774262071,0.7368194464970731,0.001975814952105457,0.3590927831529885,0.3600103302729979,0.6395182917157125,4.081161880533524,0.9028885701665448,13601.457845322033,0.2965313087769523,0.0,0.9835499416984822,1.96104386364862e-06,0.06995400877693649,0.7648775146236148,1.2651895894507228e-07,0.0,0.0025720039163943742,0.0017384337553847655,0.0,1.0,1.0,1.0,1,1
2017-05,global,doubleclick.net,0.40558553392085034,0.5418468517673668,0.9100503985081865,0.11953423130139854,0.9125977835535111,0.8380581723013477,7.708998058339127,7.933266881131038,54899.35458640233,0.2326147997659815,0.0,0.5324833124445002,0.402300595290562,2.5900026807754404e-05,0.7975624114417977,6.220913069521524e-05,6.553863346481832e-06,0.0863949892875877,0.0029367265849826315,3.5047397574769155e-08,1.0,1.0,1.0,2,5
2017-05,global,google.com,0.3971164763330214,0.542624351815559,0.9575052706100019,0.0098460485763071,0.9577126300703648,0.8868351405308674,6.5667221391106,6.392621804622215,15060444.270989427,0.39139751399166284,0.0,0.6525670227799025,0.47751447417714304,0.002723378184496156,0.5468171700935326,0.05150697315537957,0.0,0.13586544064117995,0.0001932562966509568,0.0003490354044533209,1.0,1.0,1.0,3,4
2017-05,global,googleapis.com,0.299405432484058,0.6824972530473504,0.0029596840610853345,5.0894791682442704e-05,0.003010578852767777,0.669421948635286,4.687514572313547,0.03750452391554332,273098.8817754344,0.5326204517586928,0.0,0.5022587649780594,0.018583103242506227,0.0,0.067773584074374,0.705741601920215,4.007015315296795e-05,0.028248081154783833,0.004123332703003871,0.0013225524364718344,1.0,1.2507369893423363,1.0,4,2
2017-05,global,gstatic.com,0.29170694051490426,0.5802399326594999,0.27717703305215957,0.0007062358535374142,0.277601563981299,0.8871159492303501,9.809516938671996,2.9952450781676343,110860.52156879772,0.4353662624510434,0.0,0.4945659602505142,0.010261982655923383,0.020378410458157657,0.5243251300722906,0.05507782019351145,0.4098855866730424,0.02039025171341258,0.002122313539578762,0.005422710153408578,1.0,1.0,1.0,5,3
2017-05,global,facebook.com,0.2638981912369053,0.43221934497227343,0.8958907819591753,0.06968545022396279,0.8982818764934578,0.7646516282292111,5.530776178448014,4.99411219027836,68091.59218191645,0.11955833562885447,0.0,0.1530632845282378,0.4497113891639265,0.006432917439127035,0.9127753857795186,0.08516241570625546,5.3864398961106566e-08,0.1948966929305885,0.0007707456847344739,1.346609974027664e-06,1.0,1.0,1.0,6,6
2017-05,global,facebook.net,0.23499816388494596,0.3033214030984341,0.0019776758235164316,0.0,0.0019776758235164316,0.6919082905235122,2.0635127611657174,0.005784709344864564,36793.26356814455,0.03388059011741569,0.0,0.9977829101709941,0.0,0.0,1.4033362625961527e-05,1.8146589602536457e-07,0.0,0.0,6.0549120640463317e-05,0.0,1.0,1.0,1.0,7,7
2017-05,global,ioam.de,0.21359307374814324,0.021551530261458486,0.9008520588582922,0.31434251605463315,0.9114174768963421,0.45635687338482034,4.459474429715792,4.953215691640303,88.17304989847062,0.08809464167634753,0.0,0.8976292862489711,0.0,0.0,0.3500345263790054,0.0,0.0,0.09363669784067713,1.2311835227448179e-05,0.0,1.0,1.0,1.0,8,89
2017-05,global,googletagservices.com,0.20578443193340826,0.08829444762155667,0.003445292027129922,0.0,0.003445292027129922,0.4867584172448481,1.8095400818009046,0.01100825959667903,2281.1839737036844,0.07848305747580431,0.0,0.9982044445144412,0.0,0.0,0.0,0.0,0.0,1.1604728844113056e-05,5.947423532607941e-05,0.0,1.0,1.0,1.0,9,23
2017-05,global,google.de,0.16716929907597797,0.15501166250072287,0.92599209016575,0.002641089761593606,0.9261806058129314,0.9596880078793928,1.848590473522905,1.7692685822475402,433.7365971284569,0.017349476803179376,0.0,0.006917002181152398,0.3542695392811933,0.00024446661508633667,0.7363535971923159,0.0002818806361778108,0.0,9.719142297171577e-05,5.731147776284902e-05,0.0,1.0,1.0,1.0,10,13
2017-05,global,googleadservices.com,0.16697229730672897,0.15326389379734878,0.18664006910009656,0.0,0.18664006910009656,0.706273935979571,1.9580904440988833,0.3994899560190076,5916.796809551968,0.11610064259480193,0.0,0.8813401134880208,0.004566490709779424,0.0,0.19815802884244568,0.0,0.0,7.764055792913563e-05,0.00047750645770232644,0.0,1.0,1.0,1.0,11,15
2017-05,global,googlesyndication.com,0.1639511723318144,0.2019122645813387,0.6958163251416282,0.3169315712122774,0.7549204289302589,0.456902923494328,17.799292485813346,15.677633234820858,218023.62833448488,1.2835302152272305,0.0,0.9229420431227833,0.4910530286235284,0.00035634078074004956,0.6843361696383262,0.11935716816761854,1.4739156380975286e-06,0.02400106884894038,0.006728164785155554,4.057603050762608e-05,1.0,1.0,1.0,12,8
2017-05,global,googletagmanager.com,0.16367594697239454,0.16685408059012896,0.00022710414596639153,0.03169036438360852,0.031900967654724575,0.6977106599385942,1.2279175522498031,0.035513009159461935,31398.003042674474,0.06322866017846478,0.0,0.9926599766330243,0.006874351309357447,0.0,0.0046423908690758926,4.950262455099165e-06,0.0,3.473868389543274e-07,5.558189423269239e-06,0.0,1.0,1.0,1.0,13,10
2017-05,global,criteo.com,0.13293285356956147,0.07125370276365926,0.8043291456082781,0.031046188445916584,0.8048115138771502,0.632731365678562,2.4886321058160505,2.0924807223782946,1262.2767936272212,0.19710181253272105,0.0,0.8875652068655194,0.47966054790020635,1.4970418453136602e-06,0.11239832947239113,3.956467734043245e-05,0.0,0.13002460709067454,8.586604298477636e-05,7.485209226568301e-07,1.0,1.0,1.0,14,25
2017-05,global,adnxs.com,0.1311132986613631,0.0884422368869155,0.9250690417184034,0.014571155333322998,0.9253366112406737,0.5652052723338427,8.951695678481176,8.715917817127073,7327.438211659852,0.48429053583398807,0.0,0.61348205630864,0.3359891523759642,0.08884121255829096,0.6423768543256332,0.00010407890655568096,6.613347187392228e-06,0.06648972529782017,0.00422321846455208,5.70265675503002e-05,1.0,1.0,1.0,15,22
2017-05,global,cloudfront.net,0.11428823313364783,0.15374581531482326,0.012180145256285529,0.0008018523074366671,0.01297553000982322,0.7319391691730511,9.961816059284583,0.04174420476076642,2588205.3161778147,0.19960488220718708,0.0,0.7408155137712878,0.31362039488396587,0.0,0.22908971417640553,0.08872974007647136,0.01460236856748905,0.039613021375016884,0.011273443950063518,0.011624930629265631,1.0,1.1122926558189203,1.1122926558189203,16,14
2017-05,global,criteo.net,0.09493539282982928,0.04047498184762284,0.001570223048933852,0.0,0.001570223048933852,0.7278363398455591,1.499471226976513,0.004107405232988789,963.8554993517421,0.17957095942320245,0.0,0.9817864906914836,0.002753093468174572,0.0,0.08099053868368083,4.566778200866071e-05,0.0,2.99460865630562e-07,0.00034917136932523533,0.0,1.0,1.0,1.0,17,47
2017-05,global,adition.com,0.08625882879654989,0.03969748179943069,0.9151459162371652,0.11518658676698292,0.917415918458554,0.6839303288116757,11.908309542941026,9.931613361027086,53559.484905267986,0.4947482612854129,0.0,0.6025100044889191,0.45977621980279076,0.0,0.7734905267987151,0.0872489979031936,0.008339765692924975,0.022510182463684907,0.007114541263449454,0.0002926696148955651,1.0,1.0,1.0,18,48
2017-05,global,adform.net,0.08360167166214483,0.052927833859163255,0.9137321626716062,0.0525247111800598,0.9152058049296878,0.7045769794873487,7.52427828595699,5.654652693448065,48971.531901030816,0.26486028878423407,0.0,0.5650973433632369,0.2850094179121582,3.4005821116458714e-07,0.5995416695429924,0.03143124039973163,0.007760808495198208,0.010253775241245796,0.020293993925880233,0.005731681149179117,1.0,1.0,1.0,19,38
2017-05,global,amazonaws.com,0.07751821324640522,0.16116098106369717,0.015410634548097445,0.0014963205367976577,0.016891551785251598,0.7158602825368574,3.1716231978827065,0.09879493018729496,1419426.9399179628,0.16879687577073801,0.0,0.6710166929592434,0.07921806983085894,0.0008642351335695294,0.269792827453521,0.06677202034629184,0.008073712857189224,0.09992615584801857,0.01703348218910961,0.0020181989985288014,1.0,1.00363261149926,1.00363261149926,20,12
2017-05,global,scorecardresearch.com,0.07217744538840593,0.06827864059578351,0.9520341669463233,0.025703395424975618,0.95248063279592,0.4959166197946454,5.284841864041203,4.38820786599171,1271.1605335217666,0.18143607995500285,0.0,0.7890117014622495,3.1510602529986277e-06,1.9694126581241423e-07,0.9345014707573731,0.0,0.0,8.271533164121398e-06,0.005557485579960517,0.0,1.0,1.0,1.0,21,28
2017-05,global,optimizely.com,0.0699087196232554,0.024198885797451598,0.5294822014895328,0.004414146088735946,0.5296149776374873,0.7476889223619433,3.8649729608389665,1.2250848506685168,56648.57170826986,0.7918989063149393,0.0,0.9954189178967607,0.16500354205282905,0.0,0.004113213931044243,4.066650779617621e-07,0.0,0.4307581538381457,8.295967590419946e-05,0.0,1.0,1.0,1.0,22,79
2017-05,global,ebayimg.com,0.06984037526171782,0.0020369216138587777,0.302999403245595,0.0,0.302999403245595,0.36014677878810825,26.831062939271895,1.5924641642059707,378705.1729163054,0.6770160407258422,0.0,0.0,0.0,0.0,0.997486182245376,0.0,0.0,0.0,0.0020218820803526143,0.0,1.0,1.0,1.0,23,485
2017-05,global,amazon-adsystem.com,0.0650699871564342,0.038907130510772554,0.7238211142881422,0.10426400101886361,0.7474391330571654,0.7029217399586556,6.305399998995117,4.0805317314630285,3516.9309879372577,0.3769067921109722,0.0,0.6481672142184777,0.5064894665362066,4.369054945016536e-07,0.3742637323219845,0.0006252117626318663,6.553582417524804e-07,0.30206007494239945,0.0012681181977910495,1.1796448351544647e-05,1.0,1.0,1.0,24,50
2017-05,global,ebay.com,0.06144920011084068,0.005783058209693691,0.9689511368220799,0.37943912089213605,0.9766988948231384,0.2903626893623951,4.211561238123791,4.507243238841822,12889.11983220632,0.13508945788595136,0.0,0.7408527275957406,0.05652187591373255,0.001669701646661707,0.5544367151153108,0.001762925498643512,5.089143284366522e-06,0.33118941606244656,0.0036156049788476697,1.4804780463611701e-05,1.0,1.0,1.0,25,271
2017-05,global,twitter.com,0.05973752069343031,0.1657295970493552,0.7108833954549089,0.022194106762812336,0.7166930159866289,0.46770407794195473,3.4385348572472845,2.4841920736930674,37298.3873635578,0.15064513795558465,0.0,0.9036207392150218,0.45573504608672144,0.0,0.5100818272499876,0.14126884111217292,0.0,0.00027412176336438776,0.00020678108712122653,0.0,1.0,1.0,1.0,26,11
2017-05,global,ssl-images-amazon.com,0.05912389977020772,0.02955142745153476,0.02910507041495005,0.0,0.02910507041495005,0.9948530345169815,79.93093333948815,1.9255627810539355,1573686.837836207,0.8252693213160537,0.0,0.922815713247089,0.45871127754761326,0.0,0.9387037955985367,0.9216354790563127,0.0017158955835343266,0.09768102854680931,0.764551092672306,0.0020294065602652726,1.0,1.0,1.0,27,68
2017-05,global,cloudflare.com,0.057750303192816016,0.11428608146401331,0.4966121152570007,0.0,0.4966121152570007,0.6331292988525891,2.3672940636697852,1.1547869994230455,2039.4296605321765,0.037315221950263766,0.0,0.9000997363337593,4.922820027607175e-07,0.0,0.0064065579839279775,0.3441452409129665,0.01736573992938707,0.006512890896524292,0.0034745263754851438,0.0,1.0,1.0,1.0,28,18
2017-05,global,rubiconproject.com,0.057028280834259495,0.04525564330096963,0.9547505706746748,0.21856977136621436,0.9560698897634498,0.5395728427151303,8.51068616058454,9.01444396420864,30247.820497826724,0.3307049147066316,0.0,0.3901096682434686,0.32326632797579613,0.0038270971639998625,0.6007009614852546,2.4676476438451634e-05,0.0,0.6282109953393863,0.0008320209934500157,0.0,1.0,1.0,1.0,29,45
2017-05,global,theadex.com,0.05633635103256134,0.017773265564458608,0.9141826096369108,0.12791324070375734,0.9144475443204185,0.23998439660873513,14.322922830077706,17.77076337270431,2437.7646045244283,0.7567700273589216,0.0,0.6507149073195397,0.4607004721640698,0.0,0.8383055685990329,7.594794260555944e-05,0.0,0.05528581279816191,0.00028108308326442927,0.0,1.0,1.0,1.0,30,107
2017-05,global,openx.net,0.05514052371169812,0.035899940241731834,0.9636710950822546,0.19057981008554786,0.9683963996942602,0.5670999699673765,12.749835465048085,12.510923238934653,6257.927534502071,0.5326619602667103,0.0,0.7852216291602595,0.6126621664993175,0.0,0.3982916206402749,4.691791813338867e-05,0.0,0.0077762582444707105,0.00011342793394885174,0.0,1.0,1.0,1.0,31,55
2017-05,global,yieldlab.net,0.053912016755399195,0.019418224344104815,0.9439550820130304,0.0029040074459025125,0.9440782136161933,0.4817148250977538,2.819478259493921,2.6253809301577506,430.06471343558263,0.2204801868858251,0.0,0.7229401822980523,0.0028678853267733455,0.0,0.5640018034693054,3.6913114438564713e-06,0.0,0.13937574650182324,2.8212166035188745e-05,0.0,1.0,1.0,1.0,32,99
2017-05,global,ebaystatic.com,0.05345441657099451,0.0028979547250798385,0.7076488273627589,0.0,0.7076488273627589,0.06448374656760887,28.852723761586898,16.84048229782332,415991.76405172935,1.0351878926674074,0.0,0.9689190101949263,0.3973832721091728,0.0,0.8983980313245745,0.9462440878841047,0.09933897052996704,0.00013562033539174864,0.024224185201002633,0.0,1.0,1.0,1.0,33,406
2017-05,global,fbcdn.net,0.05245082908903192,0.09308153469513644,0.004235620732942066,0.0009707590674642321,0.005201501614137634,0.9833019684023615,181.53811299830673,0.1031140173056368,9572432.623950377,1.562586858816617,0.0,0.1463613066601335,0.0008035456825883439,0.0,0.9551364049284858,0.1364041154547445,0.00010650706686584121,0.3482152342505046,0.05818158560566477,0.09430997513209044,1.0,1.0,1.0,34,21
2017-05,global,ytimg.com,0.050560882899982035,0.14728806698066532,0.0008583222821645241,0.00016053128827905118,0.0010185724298336293,0.97588066593214,33.09782512435552,0.007814865534663372,616761.5088296426,0.3116019138928163,0.0,0.3568540253290821,0.00016249927254867176,0.0,0.7528692507799544,0.0280631745441797,0.0,1.6868436596747934e-06,0.006722634265023944,0.0,1.0,1.0,1.0,35,17
2017-05,global,nuggad.net,0.050045613606850656,0.019681674773657527,0.883069795977493,0.011560802001880314,0.8839877978464449,0.2898255739641945,3.58799269461384,3.2110691370157554,1142.158489955094,0.40557220317608195,0.0,0.8826573768210209,0.04949739965745351,0.0,0.5366928073758269,5.680704634602876e-07,0.0,0.05602594945877087,0.004244338467743539,0.0,1.0,1.0,1.0,36,97
2017-05,global,kaspersky-labs.com,0.0498634093584753,0.16869823359699795,0.189139740560659,0.002372948613860483,0.19111928827505678,0.519747584860565,40.64930390846644,1.3558932595031974,618536.1013021569,0.21769266381441513,0.0,0.9925402067122175,2.8507311555267695e-07,0.0,0.09457984783937384,0.3374875137975388,0.0,0.0653860802218553,0.0,0.0,1.0,1.0,1.0,37,9
2017-05,global,bing.com,0.04718167497758552,0.0376669858058049,0.9728631455709531,0.07736050684303779,0.9739814829599667,0.7316981465184669,2.7861583453668084,2.703514055892165,6172.570276749338,0.06947881922612378,0.0,0.8738279224623428,0.019598019169001807,5.0313131456161445e-05,0.9405115007684051,0.005304269415671727,0.0,0.05432944496180269,6.447311456059012e-05,2.2896993956097423e-05,1.0,1.0,1.0,38,52
2017-05,global,pubmatic.com,0.04714467406804261,0.02867111747961472,0.9342593793059781,0.0823331654912697,0.9360111680300065,0.5769267414619145,6.64282776690657,6.531044952526827,27912.112592677462,0.28791506990571697,0.0,0.7470453264025616,0.6060287462197846,0.0,0.38791145175344705,4.914656833332831e-05,0.0,0.012430765148751285,0.006588353770868447,0.0,1.0,1.0,1.0,39,69
2017-05,global,casalemedia.com,0.04536973915794459,0.031003617624191175,0.9403887028533616,0.010667835515630325,0.9418421402217722,0.5906701790619799,2.7000270071785204,2.4963192536744803,654.3474561243007,0.20585422891058933,0.0,0.7000812095205631,0.06807030889695415,2.8197750195504403e-06,0.4002466989833771,2.3498125162920336e-05,0.0,0.006632110845982636,9.493242565819815e-05,0.0,1.0,1.0,1.0,40,64
2017-05,global,xplosion.de,0.04348512348794142,0.008025599671008243,0.9161263770928116,0.10551451672059212,0.9177872894603163,0.28059514337586566,4.038351025542289,3.795424694736663,11603.061850271415,0.25756334577900747,0.0,0.8833978063273537,0.19870278200369906,0.0,0.14933664840240563,9.479720263261638e-06,5.230190490075386e-06,3.105425603482261e-05,0.0,0.0,1.0,1.0,1.0,41,215
2017-05,global,mathtag.com,0.04301490063443411,0.04690060208061583,0.9808941066368988,0.0570932975378724,0.9812437336463453,0.691799164728517,5.412287571850333,5.41757691959438,1532.5885286651187,0.1276102233845613,0.0,0.19971897655119722,0.08597189368959599,0.0,0.8836842491379943,0.0,0.0,0.001299039484058925,0.005136014159563422,8.856336345148611e-05,1.0,1.0,1.0,42,44
2017-05,global,ebayrtm.com,0.041524274288211524,0.00038553721397957937,0.9364384775249494,0.5577456245119756,0.9624273034149808,0.03949963320082007,2.6796253068498506,2.765994104511921,3209.2844232386706,0.1159386652891586,0.0,0.9954142400239352,0.003374963243059314,0.0,0.15861300273139586,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,43,656
2017-05,global,tiqcdn.com,0.04126215489828787,0.010750062649797271,0.08574444402721945,0.0009787179655895027,0.08648649207293567,0.5797007486279517,7.362982068550219,0.6959266936454299,35825.15255667245,0.06722838164970991,0.0,0.9979464492105319,0.0008288614661064215,0.0,2.066986199766637e-06,2.7559815996888498e-06,0.0,0.0,0.0,0.0,1.0,1.0,1.0,44,175
2017-05,global,demdex.net,0.0408075540192668,0.03341965083179654,0.914946237907535,0.07514570871632816,0.9250706075945487,0.5475045945445096,3.6334354652855865,3.315406946366095,1989.9452751083672,0.4035037668994941,0.0,0.28566815614902624,0.47917302378852417,0.0,0.3784535717619782,5.46886647466417e-05,0.0,0.4992246053011081,0.003839701601925041,0.0,1.0,1.0,1.0,45,58
2017-05,global,2mdn.net,0.0402818226940864,0.05230454869656294,0.05953149310239815,0.0,0.05953149310239815,0.76256073534897,6.158778761180615,0.4333524712833707,212855.35271089003,0.18734382779938394,0.0,0.7721577056479773,0.3260778506400039,0.0,0.4835456563616981,0.09101842007106331,0.017159930566999704,0.012668099601561289,0.04531706595817434,0.01945895474327681,1.0,1.0,1.0,46,39
2017-05,global,adsrvr.org,0.03967796728175739,0.05196399082421431,0.9619955361780943,0.028685966904665516,0.9632171760415286,0.6755679192356332,3.9475963071367413,3.9373624759523236,92300.81655948957,0.10085980518247574,0.0,0.03149179781681134,0.11012277301501434,5.3737823904733586e-05,0.9401812039422067,2.7585416271096573e-05,0.0,0.002965969627381929,0.018297729039561787,0.0018962286795183659,1.0,1.0,1.0,47,40
2017-05,global,mookie1.com,0.03943861986920129,0.025239836275196464,0.8897347694641037,0.004956583042949845,0.88987641701616,0.40727059223814666,2.7443841971791594,2.371337888161148,832.4705733518064,0.10911943519750643,0.0,0.5564442067232488,0.05087850316382242,1.1533642915531925e-05,0.7764617811116413,6.127247798876335e-06,0.0,5.730778823654925e-05,0.0048657556049900305,0.0,1.0,1.0,1.0,48,77
2017-05,global,bluekai.com,0.03901937099249801,0.044394610189748565,0.9732968840050157,0.04359566017898738,0.9751828598782222,0.6848303714611085,2.6974485955909624,2.2597342511724965,1870.2564402597015,0.07457965360994799,0.0,0.013843361634507566,0.5912787550300583,1.4571959615271123e-06,0.4639183707966272,6.193082836490227e-06,0.0,5.428054956688493e-05,0.0010466309993668484,0.0,1.0,1.0,1.0,49,46
2017-05,global,newrelic.com,0.03881729456911652,0.05617919769705771,0.002862183799365896,0.0,0.002862183799365896,0.9595394286325309,1.351136414404372,0.008252947324246316,10033.917645568192,0.12362722472903366,0.0,0.9980229106534318,0.0,0.0,3.2957592367314564e-06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50,34
2017-05,global,googleusercontent.com,0.0382089188766359,0.020529856644412602,0.3487060744059765,0.00018080471491077138,0.3487942446064577,0.9678189929028569,5.879471707968391,2.245799917633408,152057.68715427144,0.2127587860488701,0.0,0.022095377835350892,0.0113073631790082,2.008941276786349e-05,0.9434159367823383,0.003308428661937222,0.037426575986529674,0.004366471067711365,0.0010249320773234056,0.004778676055614935,1.0,1.0,1.0,51,93
2017-05,global,exactag.com,0.03633025917324759,0.015999794380152543,0.9521496036497092,0.00757056443724519,0.9527364994404927,0.8368179292751445,2.1363840176538256,1.818571339139689,669.1415843056241,0.104121964770602,0.0,0.28399339546603436,0.16776142294840796,0.0,0.6237802349148218,9.781596513056474e-06,0.0,4.499534396005979e-05,0.00025745162022364643,0.0,1.0,1.0,1.0,52,116
2017-05,global,amazon.com,0.035693994205114564,0.009349277439004799,0.5885946925181766,0.03404499854443882,0.6091796329755693,0.9651362234021582,14.87076130031194,6.09901161223213,632.4584953997497,1.370121132159778,0.0,0.06970644656298398,0.06668660513353131,0.3597175534306442,0.8745039443517655,9.955958820561364e-06,1.1947150584673637e-06,0.11309292214957913,3.3053783284263734e-05,2.3894301169347275e-06,1.0,1.0,1.0,53,200
2017-05,global,emetriq.de,0.03450976609369699,0.005815186310858656,0.00015775930707828526,0.0,0.00015775930707828526,0.12931402710906276,1.8721498804036167,0.0003740090099923839,1332.1986432699591,0.05444879186439784,0.0,0.96122457469862,1.4416646860939908e-05,0.0,0.0362154407230731,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54,268
